,Age,Gender,Tenure,Service_Internet,Service_Phone,Service_TV,Contract,PaymentMethod,MonthlyCharges,TotalCharges,StreamingMovies,StreamingMusic,OnlineSecurity,TechSupport,Churn
1889,27.0,1,50,1,1,1,2,2,27.02,1355.74,1,1,1,0,0
1890,58.0,1,38,1,0,1,0,0,86.33,3279.24,0,0,1,0,0
1891,49.0,1,18,0,0,0,2,0,57.66,1041.67,1,0,0,0,0
1892,51.0,1,27,1,0,0,0,2,118.6,3201.32,1,0,1,0,0
1893,45.0,1,41,1,1,0,2,1,28.94,1164.07,0,1,0,0,0
1894,32.0,1,17,1,1,1,0,1,31.91,529.36,1,0,0,1,0
1895,47.0,1,62,1,1,0,0,2,89.94,5586.03,1,1,1,0,0
1896,54.0,1,29,0,0,1,2,1,95.86,2777.5,1,1,0,1,0
1897,46.0,0,58,0,1,0,1,3,67.11,3894.28,1,0,1,0,0
1898,39.0,0,70,0,1,1,0,0,47.73,3341.06,0,0,1,0,0
1899,21.0,0,22,0,1,0,2,1,50.98,1113.31,0,1,1,0,0
1900,37.0,0,6,1,1,0,0,3,53.8,318.13,0,1,0,1,0
1901,49.0,1,26,1,0,1,2,2,42.53,1109.07,1,1,1,0,0
1902,53.0,0,39,1,1,0,0,1,105.06,4101.65,1,0,1,1,0
1903,44.0,0,12,1,1,0,0,2,26.51,340.0,1,0,1,1,0
1904,44.0,1,14,0,0,1,0,2,69.59,845.44,0,0,0,0,0
1905,44.0,0,22,0,1,1,0,2,94.76,2101.43,1,1,1,0,0
1906,34.0,0,51,0,1,1,0,1,20.38,1030.78,1,0,1,0,0
1907,29.0,1,23,1,0,1,0,1,107.8,2484.29,0,0,0,0,0
1908,39.0,1,48,1,0,0,0,2,90.63,4352.02,1,0,0,1,0
1909,34.0,1,71,0,1,0,0,1,27.34,1939.88,0,0,0,1,0
1910,27.0,0,50,1,1,1,0,2,109.5,5474.94,1,0,1,1,0
1911,18.0,0,13,0,1,1,2,1,68.73,887.26,0,0,0,0,0
1912,39.0,1,10,1,0,1,0,3,85.22,861.24,1,0,0,1,1
1913,43.0,1,55,1,0,1,1,2,108.2,5942.57,0,1,1,0,0
1914,35.0,0,9,1,1,1,2,2,108.12,976.26,1,0,0,0,1
1915,67.0,1,52,1,1,1,1,2,60.87,3172.8,1,0,0,0,0
1916,31.0,0,2,1,1,1,2,2,43.77,101.38,1,0,0,0,0
1917,64.0,1,25,0,1,0,0,0,45.74,1153.22,0,1,0,1,0
1918,46.0,1,13,1,1,0,0,2,96.59,1261.39,0,1,0,0,0
1919,29.0,0,51,1,0,1,0,1,112.94,5753.56,1,0,1,0,0
1920,53.0,1,58,1,1,0,0,0,27.22,1570.9,0,0,0,0,0
1921,52.0,1,34,1,1,0,2,0,21.5,719.61,0,0,1,1,0
1922,69.0,1,35,1,1,0,0,2,102.29,3567.81,1,1,0,1,0
1923,29.0,0,3,1,1,1,0,1,58.66,175.97,1,1,1,0,0
1924,24.0,1,59,0,1,0,1,0,47.64,2803.49,0,1,1,1,0
1925,46.0,1,70,1,1,0,0,2,38.84,2730.79,1,1,0,0,0
1926,28.0,1,48,0,1,1,0,1,54.65,2617.41,1,1,0,1,0
1927,50.0,1,64,0,1,1,0,2,117.15,2132.26,1,0,0,0,0
1928,23.0,1,19,1,1,0,2,2,117.71,2233.84,1,0,0,0,0
1929,64.0,1,67,1,0,0,2,1,53.15,3547.01,0,1,1,0,0
1930,32.0,0,5,0,1,0,0,1,116.37,592.74,1,0,0,0,1
1931,49.0,0,67,1,1,0,0,3,49.99,3356.28,1,0,0,0,0
1932,68.0,1,11,1,0,0,0,2,105.45,1168.06,1,0,0,0,1
1933,28.0,0,68,0,1,1,0,0,41.2,2807.55,1,0,0,0,0
1934,40.0,0,69,1,0,1,1,2,102.65,7075.26,1,1,1,1,0
1935,43.0,1,1,1,1,0,0,2,55.37,47.97,0,1,0,1,0
1936,51.0,0,63,1,0,1,0,3,39.57,2497.43,1,1,0,1,0
1937,63.0,0,29,1,0,1,2,2,113.48,3306.35,0,0,1,1,0
1938,51.0,0,12,1,0,0,2,3,41.42,500.9,1,0,0,0,0
1939,46.0,0,41,1,1,0,1,1,119.18,4896.16,1,1,1,0,0
1940,21.0,0,2,1,1,1,0,1,30.86,56.46,1,0,0,0,0
1941,34.0,0,37,1,1,1,0,1,21.0,787.98,0,1,0,1,0
1942,52.0,0,45,0,1,1,0,1,107.08,4814.41,0,0,1,1,0
1943,30.0,0,48,1,0,1,1,2,78.66,3778.08,1,1,1,0,0
1944,58.0,1,24,1,1,0,0,1,62.16,1488.18,1,1,0,0,0
1945,56.0,1,22,0,1,1,2,1,28.2,629.29,0,1,0,0,0
1946,32.0,0,11,1,1,0,2,1,77.49,861.42,1,1,0,0,1
1947,46.0,0,58,1,1,0,0,0,59.37,3428.69,0,0,1,0,0
1948,46.0,1,46,0,0,0,0,2,68.36,3157.81,1,1,1,0,0
1949,28.0,0,29,1,0,1,1,2,83.04,2431.92,0,0,0,0,0
1950,69.0,0,35,1,1,1,2,2,83.99,2936.1,0,1,1,0,0
1951,49.0,1,15,1,1,1,2,1,116.06,1739.63,1,1,0,1,0
1952,19.0,1,60,1,1,1,0,2,69.59,5142.99,0,0,1,0,0
1953,64.0,1,42,1,1,0,0,1,53.94,2266.15,1,0,0,0,0
1954,31.0,0,43,1,0,1,1,3,52.96,2277.24,1,1,1,1,0
1955,37.0,0,49,1,0,0,1,0,67.72,3337.25,1,0,0,1,0
1956,39.0,1,64,0,1,1,0,2,45.93,2925.98,1,0,0,0,0
1957,28.0,1,32,1,1,1,0,2,57.64,1836.59,1,1,0,0,0
1958,44.0,0,64,0,1,0,1,3,104.21,6673.62,0,0,1,0,0
1959,20.0,1,2,1,1,1,0,0,105.98,195.76,0,1,1,1,1
1960,34.0,0,24,1,1,1,2,2,82.78,1982.99,1,1,1,0,0
1961,61.0,0,66,1,1,1,0,0,78.28,5162.66,0,0,0,1,0
1962,45.0,1,38,1,1,1,1,2,62.71,2392.6,1,1,0,0,0
1963,46.0,1,31,0,1,0,1,1,83.59,2598.22,0,1,0,0,0
1964,38.0,0,26,0,1,1,0,2,100.61,2599.03,1,1,1,0,0
1965,64.0,1,29,0,0,1,1,0,93.78,2712.69,0,0,0,1,0
1966,44.0,1,67,1,0,1,1,2,23.55,1570.95,0,0,1,1,0
1967,54.0,1,25,1,1,0,2,0,93.11,2325.58,0,1,1,1,0
1968,44.0,1,48,0,1,1,0,3,91.99,4404.54,1,0,0,0,0
1969,23.0,0,65,1,1,1,1,0,29.9,1948.02,1,1,1,1,0
1970,36.0,0,53,1,1,1,1,1,35.02,1849.12,1,0,0,1,0
1971,22.0,0,67,1,1,1,0,2,98.79,6624.82,1,0,0,0,0
1972,20.0,0,18,1,0,1,2,2,75.9,1366.17,1,0,0,0,0
1973,18.0,1,9,1,1,1,0,0,102.16,909.71,0,0,0,1,1
1974,55.0,1,38,0,1,1,0,0,38.47,1475.74,0,0,1,1,0
1975,32.0,0,21,1,1,1,0,2,23.06,498.44,1,1,0,0,0
1976,51.0,0,65,1,0,1,0,3,36.19,2355.25,1,0,1,0,0
1977,52.0,1,21,1,0,0,2,2,65.26,1368.07,0,1,1,0,0
1978,66.0,0,27,1,1,0,1,2,72.33,1942.35,0,1,0,1,0
1979,42.0,0,70,0,1,1,0,3,105.77,7414.61,1,1,0,0,0
1980,41.0,1,44,1,1,1,2,1,91.62,4039.51,1,1,1,0,0
1981,29.0,0,28,1,1,0,0,3,119.04,3324.98,0,0,1,0,0
1982,35.0,1,45,1,1,0,0,3,69.59,1247.28,0,0,0,1,0
1983,32.0,1,17,1,1,1,0,1,33.02,565.91,1,1,1,1,0
1984,61.0,0,40,1,1,0,0,2,28.44,1125.85,0,1,0,0,0
1985,33.0,1,3,1,1,1,0,0,73.85,215.29,0,1,1,0,1
1986,44.0,0,66,1,1,1,1,1,46.69,3071.13,1,0,1,0,0
1987,25.0,1,46,1,0,0,0,2,88.36,4054.48,0,1,0,1,0
1988,63.0,0,30,1,1,0,0,2,33.27,990.9,1,1,0,0,0
1989,42.0,0,69,0,1,0,0,1,30.32,2101.14,0,0,0,1,0
1990,34.0,0,9,0,1,1,0,1,66.02,576.63,0,0,0,1,0
1991,46.0,1,11,0,1,1,2,2,57.59,637.82,1,1,1,0,0
1992,25.0,1,69,1,1,0,0,2,102.92,7104.06,0,1,0,1,0
1993,32.0,0,66,1,1,1,2,2,103.76,6857.84,0,0,1,1,0
1994,44.0,1,31,1,1,1,0,2,31.74,986.51,0,1,0,0,0
1995,63.0,0,33,1,1,1,1,3,101.23,3336.8,1,1,0,1,0
1996,67.0,0,39,0,1,1,0,0,76.42,2972.23,1,0,1,0,0
1997,69.0,1,46,0,1,1,2,1,70.36,3246.46,0,0,1,0,0
1998,24.0,0,37,0,0,0,0,2,29.48,1095.73,0,1,0,0,0
1999,20.0,1,60,1,1,0,0,1,93.96,5632.67,0,1,1,0,0
2000,46.0,0,31,0,1,1,2,2,25.96,813.85,1,1,0,0,0
2001,61.0,1,11,0,1,0,2,2,47.77,521.01,1,0,1,1,0
2002,41.0,0,2,1,0,1,0,3,29.54,59.07,1,1,1,0,0
2003,44.0,0,27,1,1,0,2,2,73.08,1967.12,0,0,1,0,0
2004,37.0,1,2,0,0,1,1,2,84.52,174.38,0,0,1,1,1
2005,63.0,0,21,1,0,0,0,1,109.09,2280.95,0,0,0,0,0
2006,32.0,0,58,1,1,0,0,2,93.39,5413.63,1,0,0,1,0
2007,42.0,1,5,1,1,1,0,0,116.11,574.0,1,1,0,1,1
2008,47.0,0,52,1,1,1,0,2,96.09,4999.32,0,1,1,1,0
2009,44.0,1,45,0,0,0,1,2,49.81,2245.33,0,1,0,1,0
2010,24.0,0,20,1,1,1,0,2,74.76,1484.16,0,0,1,0,0
2011,34.0,1,61,1,1,0,0,1,65.79,4017.25,1,0,0,0,0
2012,61.0,0,38,0,1,0,2,3,76.6,2896.03,1,0,1,0,0
2013,37.0,0,20,1,1,1,0,0,77.21,1566.12,1,1,0,0,0
2014,53.0,0,25,1,1,0,2,1,90.21,2250.14,0,0,0,0,0
2015,26.0,1,2,1,1,0,2,0,28.3,67.09,1,0,1,0,0
2016,55.0,1,32,0,1,0,2,2,94.67,3031.45,0,0,1,0,0
2017,65.0,1,26,1,1,1,2,0,34.37,896.04,0,0,0,1,0
2018,39.0,1,70,0,1,1,0,3,22.62,1571.74,1,0,1,0,0
2019,19.0,0,41,1,0,1,0,0,71.89,2955.92,1,0,0,0,0
2020,41.0,0,67,0,1,0,0,3,78.15,5236.54,0,1,0,0,0
2021,25.0,1,1,0,0,0,0,2,23.49,28.19,1,1,0,0,0
2022,28.0,1,51,1,1,0,1,3,71.54,3647.63,1,1,0,0,0
2023,30.0,1,5,1,1,1,0,3,73.46,368.6,0,1,1,0,1
2024,44.0,0,13,1,0,1,2,3,25.25,319.38,0,0,1,0,0
2025,25.0,1,19,1,1,0,2,1,91.16,1730.51,0,0,1,0,0
2026,38.0,1,12,0,0,0,0,1,41.03,488.16,1,0,0,1,0
2027,35.0,0,48,1,0,0,0,3,99.45,4766.54,0,1,0,1,0
2028,47.0,0,25,1,1,0,0,3,51.08,1278.35,1,1,0,0,0
2029,35.0,1,57,0,1,0,2,3,67.79,3867.66,1,1,0,1,0
2030,63.0,0,35,1,1,0,1,3,109.19,3824.16,1,1,0,1,0
2031,64.0,1,5,0,1,0,0,1,100.62,502.08,1,0,0,0,1
2032,48.0,0,22,1,1,1,0,0,98.19,2164.29,0,1,1,0,0
2033,55.0,1,57,1,1,0,0,2,36.04,2056.7,0,1,0,0,0
2034,49.0,1,47,1,1,0,2,3,24.81,1167.05,0,1,0,0,0
2035,28.0,1,54,1,1,1,0,0,80.58,4352.98,0,0,1,0,0
2036,62.0,1,3,1,0,1,0,0,61.07,195.04,1,0,1,0,0
2037,42.0,0,53,0,0,1,2,3,110.91,5866.18,1,1,1,0,0
2038,44.0,0,31,1,1,1,2,2,54.96,1700.57,0,0,0,0,0
2039,55.0,0,69,0,0,1,2,2,61.05,4215.83,0,0,0,1,0
2040,58.0,0,33,1,1,1,0,2,72.6,2379.97,1,1,1,0,0
2041,25.0,1,50,1,1,1,1,3,99.64,4995.83,1,1,0,0,0
2042,28.0,1,16,1,1,1,0,2,46.83,751.83,1,1,1,1,0
2043,39.0,0,39,1,1,0,0,1,114.18,4462.59,1,1,0,0,0
2044,68.0,0,46,1,1,1,0,2,73.99,3414.74,1,0,0,0,0
2045,41.0,0,47,1,0,1,0,1,104.1,4896.82,1,1,0,1,0
2046,58.0,0,44,0,0,1,0,2,72.56,3170.31,1,1,1,0,0
2047,34.0,0,9,1,1,1,2,2,97.2,876.28,1,1,0,1,1
2048,44.0,1,50,0,0,1,0,3,25.14,1259.12,1,1,1,1,0
2049,63.0,1,60,1,1,0,2,2,99.92,5984.33,0,0,0,0,0
2050,49.0,1,15,0,1,0,0,1,72.4,1068.1,0,1,0,0,0
2051,32.0,0,36,1,0,1,0,2,64.94,2342.46,0,1,0,1,0
2052,33.0,0,63,0,1,0,1,2,31.16,1950.59,0,0,0,0,0
2053,44.0,0,69,0,1,1,1,1,94.16,6517.65,0,1,0,1,0
2054,45.0,0,41,1,1,0,0,2,33.12,1360.55,1,1,0,1,0
2055,37.0,1,24,0,1,0,2,2,39.23,955.04,1,1,1,1,0
2056,50.0,1,49,1,1,1,0,2,32.64,1599.67,0,1,1,1,0
2057,27.0,0,18,0,1,0,2,3,20.66,379.4,0,1,0,1,0
2058,57.0,1,7,1,1,0,0,2,86.19,603.86,1,1,1,0,1
2059,49.0,1,4,1,1,0,2,3,47.08,198.38,0,1,0,1,0
2060,67.0,0,69,1,1,0,0,1,34.95,2391.17,1,0,0,1,0
2061,50.0,0,60,0,1,0,2,1,52.0,3128.88,1,1,0,0,0
2062,19.0,0,55,1,0,1,1,2,69.91,3851.74,1,0,0,1,0
2063,50.0,0,16,1,1,0,0,2,70.34,1123.9,1,1,0,0,0
2064,50.0,0,29,1,1,0,2,2,56.72,1640.79,1,0,1,0,0
2065,58.0,0,23,1,1,0,0,3,69.49,1595.28,0,0,0,1,0
2066,30.0,1,14,1,1,0,0,2,62.73,881.05,1,1,0,0,0
2067,47.0,1,49,0,1,1,2,2,102.27,5023.37,1,0,0,1,0
2068,50.0,0,33,0,1,1,0,0,22.96,752.34,1,0,1,1,0
2069,30.0,1,25,0,0,1,0,2,106.8,2652.98,0,1,0,1,0
2070,69.0,0,21,0,1,1,0,2,44.39,957.04,0,0,1,0,0
2071,44.0,0,17,0,1,1,2,2,92.18,1573.78,1,1,1,0,0
2072,39.0,0,23,1,1,0,0,2,60.5,1387.59,1,1,0,0,0
2073,56.0,0,57,1,1,0,0,2,49.43,2829.4,1,0,1,0,0
2074,19.0,1,58,1,1,0,1,2,81.53,4738.08,0,1,0,0,0
2075,55.0,0,14,0,1,1,2,0,96.89,1361.38,1,0,0,1,0
2076,56.0,1,20,1,0,0,2,3,64.99,1295.03,1,0,1,0,0
2077,43.0,0,30,1,1,0,1,2,66.66,2006.47,1,0,0,0,0
2078,63.0,0,19,1,0,0,1,1,25.89,502.81,1,1,1,0,0
2079,67.0,0,53,0,1,1,0,3,112.4,5940.0,0,0,0,1,0
2080,32.0,1,56,0,1,1,0,2,104.69,5864.88,1,1,1,0,0
2081,51.0,0,23,0,1,0,1,2,59.8,1378.38,1,1,1,1,0
2082,59.0,0,62,1,1,1,2,3,96.5,5985.66,0,0,0,0,0
2083,61.0,0,33,1,0,0,1,1,51.33,1694.35,0,0,0,1,0
2084,66.0,1,18,0,1,0,0,3,93.04,1686.58,1,1,0,0,0
2085,57.0,1,33,0,1,0,0,1,71.67,2363.0,0,0,1,1,0
2086,28.0,1,32,1,0,0,1,3,66.08,2114.53,0,1,1,0,0
2087,20.0,0,61,1,0,0,1,3,25.65,1567.81,1,0,0,1,0
2088,23.0,1,54,1,0,0,1,3,116.54,6291.38,1,0,0,0,0
2089,26.0,0,17,1,0,1,0,0,103.74,1749.72,1,1,1,0,0
2090,23.0,1,19,1,1,1,0,2,99.34,1889.6,1,1,0,1,0
2091,26.0,1,70,0,0,1,2,1,50.49,3536.55,1,0,1,0,0
2092,56.0,0,34,1,1,1,1,2,48.96,1660.99,0,1,1,1,0
2093,48.0,1,25,1,0,1,0,3,77.32,1931.68,0,0,0,0,0
2094,49.0,0,68,1,0,1,0,3,104.62,7082.36,1,1,1,0,0
2095,58.0,0,11,0,1,0,2,0,113.46,1260.14,1,1,1,1,1
2096,67.0,1,16,1,0,1,2,2,46.89,759.25,1,1,1,0,0
2097,29.0,0,61,1,1,1,0,3,80.74,4911.76,0,1,0,1,0
2098,25.0,0,7,1,1,0,0,3,92.39,639.98,0,0,1,1,1
2099,25.0,1,16,0,1,0,0,0,42.64,696.73,1,1,0,1,0
2100,67.0,1,16,1,0,0,0,0,60.75,960.45,0,0,0,1,0
2101,45.0,0,40,1,1,0,1,0,38.75,1554.78,1,0,1,0,0
2102,37.0,1,12,1,1,1,0,2,89.89,1073.76,0,1,0,0,0
2103,64.0,0,35,1,1,1,1,1,106.38,3727.4,1,0,0,0,0
2104,24.0,0,21,0,0,1,1,1,107.75,2263.25,1,0,1,1,0
2105,28.0,1,50,0,1,1,0,2,87.01,4347.67,1,0,1,0,0
2106,37.0,1,43,1,0,1,0,2,54.72,2356.85,0,0,1,1,0
2107,33.0,1,17,1,0,0,0,2,86.1,1458.77,0,1,0,1,0
2108,21.0,1,32,1,1,1,0,3,106.43,3387.92,0,0,0,0,0
2109,23.0,0,41,1,1,1,0,1,82.59,3376.91,1,1,1,0,0
2110,39.0,0,6,1,0,1,1,0,61.29,357.26,1,1,0,0,0
2111,43.0,1,27,1,0,0,2,1,111.98,2132.26,1,0,0,0,0
2112,20.0,1,20,1,0,1,1,2,103.52,2074.09,0,1,1,1,0
2113,58.0,0,25,1,1,1,2,3,108.24,2704.27,0,0,0,1,0
2114,59.0,0,66,0,0,1,1,2,110.32,7284.66,0,1,1,0,0
2115,31.0,0,9,1,1,1,1,2,59.38,539.63,0,1,0,0,0
2116,28.0,0,53,1,1,1,0,0,105.96,5623.44,0,1,1,1,0
2117,35.0,1,61,1,0,1,2,2,77.03,4702.9,0,0,0,0,0
2118,29.0,0,38,1,1,1,0,2,23.82,895.36,1,1,1,0,0
2119,40.0,0,3,0,0,0,0,0,83.58,256.54,0,1,0,0,1
2120,29.0,1,70,1,1,1,0,1,67.06,4696.42,0,0,1,1,0
2121,30.0,0,55,1,0,0,2,2,47.52,2635.5,1,1,0,0,0
2122,42.0,0,1,1,1,1,2,0,117.04,117.12,0,1,1,1,1
2123,62.0,1,70,0,1,1,1,1,25.51,1789.53,1,0,1,1,0
2124,68.0,1,45,0,0,1,1,1,114.59,5155.6,1,0,1,0,0
2125,36.0,1,47,1,1,1,0,0,35.93,2132.26,0,1,1,0,0
2126,63.0,0,26,1,1,1,2,0,57.7,1500.01,1,0,0,0,0
2127,53.0,0,14,1,0,1,1,3,61.72,859.73,1,1,0,1,0
2128,62.0,1,54,0,1,0,2,0,93.1,5029.17,0,1,0,0,0
2129,25.0,1,71,1,0,0,0,0,41.56,2956.98,1,0,0,1,0
2130,46.0,0,46,0,1,0,0,0,118.61,5451.86,1,0,1,0,0
2131,49.0,1,31,0,1,1,2,0,94.9,2950.26,0,1,1,1,0
2132,68.0,1,59,1,0,0,0,3,99.0,5848.14,1,1,0,1,0
2133,61.0,1,29,1,1,1,2,2,30.64,879.76,1,1,0,1,0
2134,35.0,0,17,0,1,0,0,3,67.63,1140.07,1,1,0,1,0
2135,23.0,0,14,0,1,1,2,2,114.56,1608.32,1,0,1,0,0
2136,44.0,0,36,0,0,1,0,2,47.01,1686.48,1,0,1,0,0
2137,36.0,0,58,1,1,0,1,2,34.54,1992.86,0,1,1,1,0
2138,39.0,0,24,1,1,0,0,2,68.54,1662.13,1,0,1,0,0
2139,54.0,0,63,1,1,1,1,1,113.04,7111.86,1,0,0,0,0
2140,49.0,1,25,1,1,1,0,3,68.68,1701.76,0,1,1,0,0
2141,58.0,0,59,1,1,1,2,2,60.48,3560.48,0,0,0,1,0
2142,20.0,0,32,0,1,0,1,3,85.03,2723.28,1,0,0,0,0
2143,45.0,1,18,1,1,1,0,2,113.69,2047.16,0,1,0,1,0
2144,27.0,0,37,1,1,0,2,3,24.91,940.54,0,0,0,0,0
2145,68.0,0,26,0,1,1,0,3,35.34,911.16,0,0,1,0,0
2146,52.0,1,9,0,1,1,0,1,33.28,301.88,0,1,0,1,0
2147,46.0,1,64,0,1,0,0,2,28.53,1837.2,1,1,1,0,0
2148,44.0,1,20,0,0,1,2,0,50.21,997.61,1,0,0,1,0
2149,50.0,0,54,1,1,1,0,1,42.93,2132.26,1,0,1,1,0
2150,24.0,1,30,1,1,1,0,1,74.87,2227.78,0,0,0,1,0
2151,29.0,0,53,1,1,0,2,2,52.73,2812.28,0,1,1,0,0
2152,66.0,0,63,1,1,0,2,3,60.52,3822.71,1,0,1,0,0
2153,47.0,0,11,1,0,0,0,2,114.19,1249.28,1,1,0,1,1
2154,38.0,0,31,1,0,0,1,3,35.57,1110.97,0,1,0,1,0
2155,48.0,1,49,0,1,0,2,2,58.85,2896.78,1,1,0,1,0
2156,41.0,1,19,1,1,1,0,1,45.71,855.6,1,0,0,0,0
2157,37.0,0,12,1,1,1,2,2,74.92,893.04,0,1,0,0,0
2158,54.0,1,15,0,1,0,0,3,93.63,1417.91,1,1,1,0,0
2159,21.0,0,31,0,0,0,1,3,101.7,3153.37,1,1,0,0,0
2160,45.0,0,43,1,1,1,0,1,71.53,3080.15,1,1,0,0,0
2161,61.0,0,37,1,1,1,1,0,105.49,3903.83,0,1,0,1,0
2162,37.0,1,29,0,1,1,0,2,98.51,2865.7,1,0,0,1,0
2163,41.0,0,26,1,0,1,1,2,35.7,933.33,0,0,0,0,0
2164,67.0,0,2,1,1,1,0,2,44.54,90.14,1,0,0,0,0
2165,66.0,1,15,1,0,0,0,0,87.17,1286.53,0,1,0,0,0
2166,68.0,1,4,0,1,1,0,0,117.48,476.32,1,1,0,1,1
2167,49.0,1,50,1,1,0,2,0,57.61,2887.79,1,0,0,1,0
2168,58.0,1,38,1,0,0,0,2,42.98,1620.84,0,1,0,0,0
2169,53.0,0,23,0,1,0,0,0,106.91,2447.21,1,0,1,0,0
2170,51.0,1,59,1,1,1,0,0,39.96,2362.82,0,0,1,0,0
2171,53.0,0,28,1,1,1,1,1,89.74,2514.66,1,0,1,1,0
2172,19.0,1,66,0,1,1,0,3,23.42,1525.97,1,1,0,0,0
2173,32.0,1,8,0,1,1,1,2,21.9,166.98,0,1,1,0,0
2174,51.0,1,29,0,0,1,0,2,65.16,1892.78,0,1,0,1,0
2175,53.0,1,11,1,1,0,0,2,85.65,948.92,1,0,0,1,1
2176,23.0,1,18,0,0,1,0,0,34.24,610.48,0,0,0,0,0
2177,56.0,1,55,1,1,0,2,0,96.39,5299.98,1,0,1,0,0
2178,59.0,0,50,1,1,0,0,2,32.87,1634.71,1,1,1,0,0
2179,68.0,1,14,0,1,0,0,2,73.37,1040.42,1,0,0,0,0
2180,68.0,1,9,1,0,0,0,2,50.83,459.22,1,0,0,1,0
2181,29.0,1,11,1,0,1,1,1,95.23,1040.85,1,1,0,1,1
2182,20.0,1,63,1,0,0,0,2,100.41,6314.27,0,1,0,0,0
2183,62.0,0,67,0,1,1,2,2,26.61,1770.2,1,0,0,0,0
2184,35.0,1,53,1,1,0,0,2,39.26,2098.9,1,1,1,0,0
2185,57.0,1,39,1,1,1,0,3,109.26,4259.4,0,1,0,1,0
2186,38.0,1,56,1,0,1,0,0,61.56,3443.36,1,1,0,1,0
2187,32.0,1,28,0,1,1,1,1,67.67,1892.63,1,0,1,1,0
2188,44.0,0,39,1,1,1,1,2,36.8,1428.9,1,1,0,1,0
2189,52.0,1,25,1,1,1,0,0,119.49,2986.18,1,1,0,0,0
2190,43.0,0,21,0,1,1,2,2,112.3,2358.65,1,0,1,0,0
2191,25.0,1,10,1,1,0,0,1,20.2,202.15,1,0,0,1,0
2192,53.0,0,43,1,0,1,1,2,75.07,3215.38,0,0,0,0,0
2193,65.0,0,15,1,1,1,0,2,107.23,1617.37,0,1,0,0,0
2194,47.0,1,48,1,0,1,0,3,63.05,3020.87,0,0,1,1,0
2195,44.0,1,21,1,0,1,2,2,63.68,1330.69,0,0,1,0,0
2196,59.0,0,60,1,1,1,2,2,57.93,3468.76,1,0,1,1,0
2197,61.0,0,50,1,1,0,0,0,22.88,1133.48,1,1,1,0,0
2198,31.0,1,23,1,1,1,0,0,99.03,2280.37,0,1,1,1,0
2199,31.0,0,13,1,0,1,0,3,65.68,862.79,1,1,0,1,0
2200,19.0,0,69,1,1,1,1,0,73.11,5037.36,1,0,0,0,0
2201,54.0,0,4,1,1,1,0,3,45.57,163.85,0,0,0,1,0
2202,22.0,1,9,1,1,1,2,0,98.41,875.42,1,1,0,1,1
2203,55.0,0,35,1,1,0,0,3,99.37,3473.47,0,1,1,1,0
2204,62.0,0,21,0,1,1,0,0,75.29,1568.78,1,1,0,0,0
2205,58.0,0,58,0,1,1,0,2,110.46,6400.69,0,1,0,0,0
2206,64.0,1,18,1,0,0,0,2,31.59,563.1,0,0,0,1,0
2207,31.0,1,43,0,0,1,0,3,98.66,4242.23,1,0,1,1,0
2208,56.0,0,6,0,1,0,0,3,75.86,440.61,0,1,0,0,1
2209,42.0,1,67,1,1,1,1,0,43.1,2893.5,0,1,1,1,0
2210,37.0,0,12,0,0,1,0,2,33.23,415.37,0,1,0,0,0
2211,19.0,1,12,0,1,0,1,2,50.1,615.49,1,0,0,1,0
2212,56.0,1,66,1,0,1,0,2,105.63,6965.74,1,1,1,0,0
2213,23.0,0,2,1,1,0,2,2,98.76,204.21,1,0,1,0,1
2214,34.0,1,15,1,1,1,2,0,84.51,1273.15,1,0,0,1,0
2215,42.0,1,23,1,1,0,2,3,29.03,667.25,0,0,0,0,0
2216,45.0,1,29,1,1,0,1,0,115.48,3350.69,1,0,0,0,0
2217,19.0,0,7,1,0,0,0,3,50.54,360.61,1,0,1,1,0
2218,52.0,1,28,1,1,0,1,2,80.7,2268.43,1,1,1,1,0
2219,54.0,1,14,0,1,0,2,1,100.31,1396.22,0,0,1,1,0
2220,22.0,0,44,0,1,1,0,0,33.29,1472.24,0,0,0,0,0
2221,18.0,1,30,1,0,1,0,1,85.22,2573.26,0,1,1,1,0
2222,57.0,1,32,1,1,1,0,3,23.23,752.18,0,1,1,0,0
2223,29.0,1,70,1,0,1,0,1,30.18,2127.96,0,1,0,0,0
2224,53.0,1,6,1,1,0,0,1,92.31,5280.2,0,1,0,0,1
2225,62.0,1,27,1,1,1,0,1,35.51,964.73,1,1,0,0,0
2226,40.0,0,24,1,0,1,0,0,64.35,1547.04,1,0,0,0,0
2227,64.0,0,34,1,1,0,2,0,44.83,1534.49,0,0,0,0,0
2228,48.0,1,40,0,1,1,0,3,62.12,2473.54,1,0,1,0,0
2229,28.0,1,47,1,1,1,2,2,27.72,1297.78,0,0,0,1,0
2230,27.0,1,24,0,1,1,0,2,95.49,2300.77,1,0,0,1,0
2231,20.0,0,65,1,1,1,0,1,27.9,1802.9,0,0,0,1,0
2232,31.0,0,18,1,1,0,0,2,103.79,1870.64,1,1,0,0,0
2233,33.0,1,44,1,1,1,0,3,86.26,3795.27,1,0,0,1,0
2234,27.0,1,57,1,1,1,0,2,61.66,3512.66,0,1,0,1,0
2235,46.0,0,28,1,1,0,0,2,106.65,2991.93,1,0,0,0,0
2236,27.0,1,71,1,1,1,0,1,38.61,2730.15,0,0,0,0,0
2237,29.0,0,23,1,0,0,1,1,46.46,1060.78,0,0,0,0,0
